min_t	max_t	latest_value	n	category	sub_category	unit	scale
2002	2015	3618211.0	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Gross National Income	Rs.	Million
2002	2015	1186737	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry	Rs.	Million
2002	2015	355658	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Construction	Rs.	Million
2002	2015	90267	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water	Rs.	Million
2002	2015	79796	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water - Electricity	Rs.	Million
2002	2015	7066	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water - Gas	Rs.	Million
2002	2015	3405	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water - Water	Rs.	Million
2002	2015	628807	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Manufacturing	Rs.	Million
2002	2015	34886	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Manufacturing - Cottage Industry	Rs.	Million
2002	2015	576597	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Manufacturing - Factory Industry	Rs.	Million
2002	2015	17324	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Manufacturing - Processing (Tea, Rubber and Coconut)	Rs.	Million
2002	2015	112005	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Industry - Mining and Quarrying	Rs.	Million
2002	2014	-86035.14	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Net Factor Income from Abroad	Rs.	Million
2002	2015	2147910	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services	Rs.	Million
2002	2015	322839	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Banking, Insurance and Real Estate etc.	Rs.	Million
2002	2015	230916	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Government Services	Rs.	Million
2002	2015	28971	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Hotels and Restaurants	Rs.	Million
2002	2015	80935	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Ownership of Dwellings	Rs.	Million
2002	2015	84366	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Private Services	Rs.	Million
2002	2015	537891	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Transport and Communication	Rs.	Million
2002	2015	25868	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Transport and Communication - Cargo Handling-Ports and Civ	Rs.	Million
2002	2015	72167	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Transport and Communication - Post and Telecommunication	Rs.	Million
2002	2015	439856	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Transport and Communication - Transport	Rs.	Million
2002	2015	861990	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade	Rs.	Million
2002	2015	418312	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade - Domestic Trade	Rs.	Million
2002	2015	137107	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade - Export Trade	Rs.	Million
2002	2015	306572	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade - Import Trade	Rs.	Million
2002	2014	2838733.8	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - Consumption - Total Consumption Expenditure	Rs.	Million
2002	2014	894037.5	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - External Demand - Exports of Goods and Services	Rs.	 
2002	2014	1305699.9	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - External Demand - Imports of Goods and Services	Rs.	 
2002	2014	-411662.4	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - External Demand - Net External Demand	Rs.	Million
2002	2014	97726.51	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - GDCF - Changes in Stocks	Rs.	Million
2002	2014	981866.0	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - GDCF - Gross Domestic Fixed Capital Formation	Rs.	Million
2002	2014	206192.0	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - GDCF - Gross Domestic Fixed Capital Formation - Government	Rs.	Million
2002	2014	775674.0	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - GDCF - Gross Domestic Fixed Capital Formation - Private	Rs.	Million
2002	2014	3506663.91	13	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Exp. at Constant (2002) Prices - Total Demand	Rs.	Million
2010	2020	454327.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - GFCF - Changes in inventories and acquisition less disposals of	Rs.	Million
2010	2020	1000884.6	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - GFCF - Construction	Rs.	Million
2010	2020	6156.5	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - GFCF - Cultivated biological resources	Rs.	Million
2010	2020	51171.7	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - GFCF - Information and communication technology equipment	Rs.	Million
2010	2020	27631.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - GFCF - Intellectual property products	Rs.	Million
2010	2020	939702.4	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - GFCF - Machinery and equipment and weapons systems	Rs.	Million
2010	2020	327020.8	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - GFCF - Transport equipment	Rs.	Million
2010	2020	2352567.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - GCF - Gross fixed capital formation (GFCF) by asset	Rs.	Million
2010	2020	135414.7	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - Defense	Rs.	Million
2010	2020	45778.3	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - Economic affairs	Rs.	Million
2010	2020	807.0	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - Environmental protection	Rs.	Million
2010	2020	98500.3	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - General public services	Rs.	Million
2010	2020	856.0	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - Housing and community ameniti	Rs.	Million
2010	2020	56716.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - Public order and safety	Rs.	Million
2010	2020	3469.4	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - Recreation, culture and relig	Rs.	Million
2010	2020	123520.5	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Collective Final Cons. by COFOG - Social protection	Rs.	Million
2010	2020	119435.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Individual Final Cons. by COFOG - Education	Rs.	Million
2010	2020	124304.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - Govt. Individual Final Cons. by COFOG - Health	Rs.	Million
2010	2020	7091213.5	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Actual Household (HH) Final Consumption Expendit	Rs.	Million
2010	2020	102381.5	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Alcoholic beverages, tobacco and narcotics	Rs.	Million
2010	2020	203197.0	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Clothing and footwear	Rs.	Million
2010	2020	81486.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Communication	Rs.	Million
2010	2020	93022.6	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Direct Purchases Abroad by Residents	Rs.	Million
2010	2020	113961.6	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Direct Purchases in Domestic Market by Non-Resid	Rs.	Million
2010	2020	83936.1	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Education	Rs.	Million
2010	2020	2196067.3	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Food and non-alcoholic beverages	Rs.	Million
2010	2020	83200.5	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Furnishings, household equipment and routine hou	Rs.	Million
2010	2020	152004.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Health	Rs.	Million
2010	2020	950599.6	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Housing, water, electricity, gas and other fuels	Rs.	Million
2010	2020	6868413.1	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Individual consumption (IC) expenditure of house	Rs.	Million
2010	2020	243739.4	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Individual consumption expenditure of general go	Rs.	Million
2010	2020	1429728.5	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Miscellaneous goods and services	Rs.	Million
2010	2020	163366.1	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Recreation and culture	Rs.	Million
2010	2020	157172.6	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Restaurants and hotels	Rs.	Million
2010	2020	1265273.4	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDE - Constant (2010) Prices - HH Cons. by COICOP - Transport	Rs.	Million
2010	2020	669801.87	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing	Rs.	Million
2010	2020	61566.0	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Animal Production	Rs.	Million
2010	2020	54066.4	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Forestry and Logging	Rs.	Million
2010	2020	18929.69	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Fresh water fishing and Fresh wa	Rs.	Million
2010	2020	14956.77	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of Cereals (except rice)	Rs.	Million
2010	2020	60803.53	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of Oleaginous Fruits (Co	Rs.	Million
2010	2020	78417.07	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of Rice	Rs.	Million
2010	2020	2339.0	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of Sugar cane, tobacco a	Rs.	Million
2010	2020	61621.21	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of Tea (Green leaves)	Rs.	Million
2010	2020	58606.01	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of Vegetables )	Rs.	Million
2010	2020	64156.24	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of fruits	Rs.	Million
2010	2020	1436.95	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of other beverage crops	Rs.	Million
2010	2020	16680.62	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of other perennial crops	Rs.	Million
2010	2020	23830.63	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of rubber	Rs.	Million
2010	2020	68436.56	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Growing of spices, aromatic, dru	Rs.	Million
2010	2020	75592.52	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Marine fishing and Marine Aquacu	Rs.	Million
2010	2020	8362.69	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Agriculture, Forestry and Fishing - Plant propagation and Support ac	Rs.	Million
2010	2020	9530605.67	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Gross Domestic Product	Rs.	Million
2010	2020	9125421	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Gross National Income at Market Price	Rs.	Million
